66923,NVIDIAGeForceGTX1080,1654687001,E,2022-06-08 19:17:29,2022-06-08 19:29:58,2022-06-08T19:28:42Z
66925,NVIDIAGeForceGTX1080,1654687027,E,2022-06-08 19:17:57,2022-06-08 20:09:48,2022-06-08T20:10:40Z
66927,NVIDIAGeForceGTX1080,1654687058,E,2022-06-08 19:18:28,2022-06-08 19:18:46,2022-06-08T20:08:49Z
66929,NVIDIAGeForceGTX1080,1654687094,E,2022-06-08 19:18:56,2022-06-08 19:31:48,2022-06-08T20:19:34Z
66931,NVIDIAGeForceGTX1080,1654687119,E,2022-06-08 19:19:26,2022-06-08 19:19:46,2022-06-08T20:08:55Z
66933,NVIDIATITANRTX,1654687154,E,2022-06-08 19:20:00,2022-06-08 19:20:14,2022-06-08T20:08:55Z
66935,NVIDIAGeForceGTX1080,1654687181,E,,,2022-06-09T00:07:09Z
66937,NVIDIATITANRTX,1654687246,E,2022-06-08 19:22:01,2022-06-08 19:44:47,2022-06-09T00:33:55Z
66941,NVIDIATITANRTX,1654687334,E,2022-06-08 19:23:22,2022-06-08 19:24:01,2022-06-08T23:59:40Z
66943,NVIDIATITANRTX,1654687360,E,2022-06-08 19:24:31,2022-06-08 19:25:17,2022-06-08T23:59:55Z
66945,NVIDIATITANRTX,1654687389,E,2022-06-08 19:25:29,2022-06-08 19:27:25,2022-06-09T00:01:56Z
66947,NVIDIATITANRTX,1654687432,E,2022-06-08 19:28:02,,2022-06-09T03:08:49Z
66949,NVIDIATITANRTX,1654687484,E,2022-06-08 19:29:02,2022-06-08 19:53:29,2022-06-09T00:36:07Z
66956,NVIDIATITANRTX,1654687688,E,2022-06-08 19:45:03,2022-06-08 19:49:51,2022-06-09T00:07:49Z
66958,NVIDIATITANRTX,1654687718,E,2022-06-08 19:50:03,2022-06-08 19:50:25,2022-06-08T23:58:59Z
66960,NVIDIAGeForceRTX2080Ti,1654687753,E,2022-06-08 19:30:01,2022-06-08 19:31:52,2022-06-09T00:02:14Z
66962,NVIDIAGeForceGTX1080,1654687778,E,2022-06-08 19:31:01,2022-06-08 20:03:52,2022-06-09T00:29:13Z
66964,NVIDIAGeForceRTX2080Ti,1654687830,E,2022-06-08 19:31:31,2022-06-08 19:36:22,2022-06-09T00:08:13Z
66967,NVIDIAGeForceGTX1080,1654687870,E,2022-06-08 19:32:30,2022-06-08 19:54:54,2022-06-09T00:18:34Z
66969,NVIDIAGeForceRTX2080Ti,1654687924,E,2022-06-08 19:33:02,2022-06-08 19:33:19,2022-06-08T23:58:58Z
66973,NVIDIAGeForceRTX2080Ti,1654688015,E,2022-06-08 19:34:32,2022-06-08 19:34:57,2022-06-08T23:59:13Z
66976,NVIDIAGeForceRTX2080Ti,1654688055,E,2022-06-08 19:35:31,2022-06-08 19:37:28,2022-06-09T00:02:04Z
66978,NVIDIAGeForceRTX2080Ti,1654688109,E,2022-06-08 19:37:03,2022-06-08 19:56:55,2022-06-09T00:31:59Z
66982,NVIDIAGeForceRTX2080Ti,1654688160,E,2022-06-08 19:38:02,2022-06-08 19:38:19,2022-06-08T23:58:55Z
66984,NVIDIAGeForceRTX2080Ti,1654688255,E,2022-06-08 19:39:03,2022-06-08 19:48:01,2022-06-09T00:15:34Z
66995,NVIDIATITANRTX,1654688570,E,2022-06-08 19:51:01,2022-06-08 19:51:20,2022-06-08T23:58:56Z
67003,NVIDIAGeForceRTX2080Ti,1654688592,E,2022-06-08 19:48:33,2022-06-08 19:48:52,2022-06-08T23:59:10Z
67005,NVIDIAGeForceRTX2080Ti,1654688622,E,2022-06-08 19:49:31,2022-06-08 19:50:12,2022-06-09T00:17:29Z
67007,NVIDIATITANRTX,1654688860,E,2022-06-08 19:51:33,2022-06-08 20:02:51,2022-06-09T00:39:13Z
67009,NVIDIAGeForceRTX2080Ti,1654688435,E,2022-06-08 19:50:33,2022-06-08 20:11:42,2022-06-09T00:34:31Z
67010,NVIDIATITANRTX,1654688918,E,2022-06-08 19:54:07,2022-06-08 20:19:59,2022-06-09T01:35:52Z
67012,NVIDIATITANRTX,1654689013,E,2022-06-08 20:03:07,2022-06-08 20:03:27,2022-06-08T23:58:56Z
67014,NVIDIATITANRTX,1654689042,E,2022-06-08 20:04:05,2022-06-08 20:04:32,2022-06-08T23:59:29Z
67016,NVIDIAGeForceGTX1080,1654688317,E,2022-06-08 19:55:34,2022-06-08 20:39:49,2022-06-09T00:39:53Z
67018,NVIDIAGeForceRTX2080Ti,1654688493,E,,,2022-06-09T04:43:43Z
